tick_unix,tick_iso,node,presence_online,pubsub_received,pubsub_completed,pubsub_timed_out,pubsub_max_ms,membership_received,membership_completed,membership_timed_out,membership_max_ms,bulk_received,bulk_completed,bulk_timed_out,bulk_max_ms,recv_depth_latest,recv_depth_max,recv_capacity_latest
1777304789,2026-04-27T15:46:29Z,saorsa-2,6,965,965,0,108,1308,1308,0,1,65,65,0,0,0,20,10000
1777304789,2026-04-27T15:46:29Z,saorsa-3,6,737,737,0,84,1159,1159,0,4,48,48,0,2,0,22,10000
1777304789,2026-04-27T15:46:29Z,saorsa-6,6,808,808,0,98,1896,1895,1,5001,58,58,0,2,0,17,10000
1777304789,2026-04-27T15:46:29Z,saorsa-7,5,655,655,0,326,1343,1343,0,1,27,27,0,2,0,25,10000
1777304856,2026-04-27T15:47:36Z,saorsa-2,6,1265,1265,0,108,1621,1621,0,13,76,76,0,0,0,27,10000
1777304856,2026-04-27T15:47:36Z,saorsa-3,6,932,932,0,84,1474,1474,0,4,56,56,0,2,0,22,10000
1777304856,2026-04-27T15:47:36Z,saorsa-6,6,1073,1073,0,98,2366,2365,1,5001,68,68,0,2,0,17,10000
1777304856,2026-04-27T15:47:36Z,saorsa-7,5,907,907,0,326,1803,1803,0,1,35,35,0,2,0,25,10000
1777304927,2026-04-27T15:48:47Z,saorsa-2,6,1459,1459,0,108,1939,1939,0,13,87,87,0,3,0,27,10000
1777304927,2026-04-27T15:48:47Z,saorsa-3,6,1084,1084,0,150,1790,1790,0,4,65,65,0,2,0,35,10000
1777304927,2026-04-27T15:48:47Z,saorsa-6,6,1270,1270,0,98,2841,2840,1,5001,79,79,0,2,0,17,10000
1777304927,2026-04-27T15:48:47Z,saorsa-7,5,1147,1147,0,326,2263,2263,0,1,47,47,0,2,0,25,10000
1777304997,2026-04-27T15:49:57Z,saorsa-2,6,1847,1847,0,108,2260,2260,0,13,100,100,0,3,0,34,10000
1777304997,2026-04-27T15:49:57Z,saorsa-3,6,1307,1306,0,250,2109,2109,0,4,76,76,0,15,1,35,10000
1777304997,2026-04-27T15:49:57Z,saorsa-6,6,1613,1613,0,98,3325,3324,1,5001,93,93,0,2,0,36,10000
1777304997,2026-04-27T15:49:57Z,saorsa-7,5,1400,1400,0,326,2734,2734,0,1,55,55,0,2,0,25,10000
1777305069,2026-04-27T15:51:09Z,saorsa-2,6,2165,2165,0,108,2589,2589,0,13,111,111,0,3,0,34,10000
1777305069,2026-04-27T15:51:09Z,saorsa-3,6,1603,1603,0,250,2423,2423,0,4,84,84,0,15,0,35,10000
1777305069,2026-04-27T15:51:09Z,saorsa-6,6,1893,1893,0,122,3793,3792,1,5001,103,103,0,2,0,36,10000
1777305069,2026-04-27T15:51:09Z,saorsa-7,5,1764,1764,0,326,3194,3194,0,1,64,64,0,2,0,25,10000
1777305140,2026-04-27T15:52:20Z,saorsa-2,6,2429,2429,0,164,2908,2908,0,13,123,123,0,3,0,34,10000
1777305140,2026-04-27T15:52:20Z,saorsa-3,6,1793,1793,0,250,2739,2739,0,4,94,94,0,15,0,35,10000
1777305140,2026-04-27T15:52:20Z,saorsa-6,6,2188,2188,0,122,4270,4269,1,5001,117,117,0,2,0,51,10000
1777305140,2026-04-27T15:52:20Z,saorsa-7,5,1980,1980,0,326,3665,3665,0,1,75,75,0,2,0,25,10000
1777305211,2026-04-27T15:53:31Z,saorsa-2,6,2902,2902,0,355,3231,3231,0,13,136,136,0,3,0,34,10000
1777305211,2026-04-27T15:53:31Z,saorsa-3,6,2267,2267,0,250,3057,3057,0,4,104,104,0,15,0,35,10000
1777305211,2026-04-27T15:53:31Z,saorsa-6,6,2712,2712,0,153,4743,4742,1,5001,128,128,0,2,0,51,10000
1777305211,2026-04-27T15:53:31Z,saorsa-7,5,2400,2400,0,326,4122,4122,0,1,83,83,0,2,0,25,10000
1777305281,2026-04-27T15:54:41Z,saorsa-2,6,3352,3352,0,355,3550,3550,0,13,146,146,0,3,0,34,10000
1777305281,2026-04-27T15:54:41Z,saorsa-3,6,2649,2649,0,250,3373,3373,0,4,113,113,0,15,0,35,10000
1777305281,2026-04-27T15:54:41Z,saorsa-6,6,3274,3274,0,164,5212,5211,1,5001,138,138,0,2,0,51,10000
1777305281,2026-04-27T15:54:41Z,saorsa-7,5,2896,2896,0,326,4591,4591,0,1,93,93,0,2,0,27,10000
1777305352,2026-04-27T15:55:52Z,saorsa-2,6,3671,3671,0,355,3869,3869,0,13,158,158,0,3,0,34,10000
1777305352,2026-04-27T15:55:52Z,saorsa-3,6,2872,2872,0,250,3691,3691,0,4,123,123,0,15,0,35,10000
1777305352,2026-04-27T15:55:52Z,saorsa-6,6,3619,3619,0,164,5686,5685,1,5001,152,152,0,2,0,51,10000
1777305352,2026-04-27T15:55:52Z,saorsa-7,5,3170,3170,0,326,5054,5054,0,1,103,103,0,2,0,48,10000
1777305423,2026-04-27T15:57:03Z,saorsa-2,6,4436,4436,0,355,4189,4189,0,13,171,171,0,3,0,109,10000
1777305423,2026-04-27T15:57:03Z,saorsa-3,6,3384,3384,0,411,4011,4011,0,4,132,132,0,15,0,95,10000
1777305423,2026-04-27T15:57:03Z,saorsa-6,6,4154,4154,0,261,6175,6174,1,5001,163,163,0,2,0,51,10000
1777305423,2026-04-27T15:57:03Z,saorsa-7,5,3761,3761,0,326,5519,5519,0,1,111,111,0,2,0,48,10000
1777305493,2026-04-27T15:58:13Z,saorsa-2,6,5019,5019,0,355,4508,4508,0,13,181,181,0,3,0,109,10000
1777305493,2026-04-27T15:58:13Z,saorsa-3,6,3689,3689,0,411,4322,4322,0,4,141,141,0,15,0,95,10000
1777305493,2026-04-27T15:58:13Z,saorsa-6,6,4574,4574,0,261,6637,6636,1,5001,174,174,0,2,0,51,10000
1777305493,2026-04-27T15:58:13Z,saorsa-7,5,4166,4166,0,326,5980,5980,0,1,121,121,0,2,0,48,10000
1777305564,2026-04-27T15:59:24Z,saorsa-2,6,5346,5346,0,355,4829,4829,0,13,194,194,0,3,0,109,10000
1777305564,2026-04-27T15:59:24Z,saorsa-3,6,3881,3881,0,411,4637,4637,0,4,151,151,0,15,0,95,10000
1777305564,2026-04-27T15:59:24Z,saorsa-6,6,4844,4844,0,261,7102,7101,1,5001,187,187,0,2,0,51,10000
1777305564,2026-04-27T15:59:24Z,saorsa-7,5,4419,4419,0,326,6441,6441,0,1,131,131,0,2,0,48,10000
1777305634,2026-04-27T16:00:34Z,saorsa-2,6,5582,5582,0,355,5151,5151,0,13,206,206,0,3,0,109,10000
1777305634,2026-04-27T16:00:34Z,saorsa-3,6,4080,4079,0,411,4959,4959,0,5,160,160,0,15,0,95,10000
1777305634,2026-04-27T16:00:34Z,saorsa-6,6,5195,5195,0,261,7588,7587,1,5001,198,198,0,2,0,51,10000
1777305634,2026-04-27T16:00:34Z,saorsa-7,5,4717,4717,0,326,6912,6912,0,6,139,139,0,2,0,48,10000
1777305706,2026-04-27T16:01:46Z,saorsa-2,6,5913,5913,0,355,5475,5475,0,19,217,217,0,3,0,109,10000
1777305706,2026-04-27T16:01:46Z,saorsa-3,6,4353,4353,0,411,5270,5270,0,10,169,169,0,15,0,95,10000
1777305706,2026-04-27T16:01:46Z,saorsa-6,6,5477,5477,0,261,8057,8056,1,5001,209,209,0,2,0,51,10000
1777305706,2026-04-27T16:01:46Z,saorsa-7,5,5017,5017,0,326,7369,7369,0,6,151,151,0,2,0,48,10000
1777305776,2026-04-27T16:02:56Z,saorsa-2,6,6365,6365,0,355,5794,5794,0,19,230,230,0,3,0,109,10000
1777305776,2026-04-27T16:02:56Z,saorsa-3,6,4652,4652,0,411,5587,5587,0,10,179,179,0,15,0,95,10000
1777305776,2026-04-27T16:02:56Z,saorsa-6,6,5860,5860,0,261,8531,8530,1,5001,223,223,0,4,0,51,10000
1777305776,2026-04-27T16:02:56Z,saorsa-7,5,5274,5274,0,326,7832,7832,0,6,159,159,0,2,0,48,10000
1777305847,2026-04-27T16:04:07Z,saorsa-2,6,6678,6678,0,355,6113,6113,0,19,241,241,0,3,0,109,10000
1777305847,2026-04-27T16:04:07Z,saorsa-3,6,5034,5034,0,411,5908,5908,0,10,188,188,0,15,0,95,10000
1777305847,2026-04-27T16:04:07Z,saorsa-6,6,6317,6317,0,261,9010,9009,1,5001,233,233,0,4,0,51,10000
1777305847,2026-04-27T16:04:07Z,saorsa-7,5,5746,5746,0,326,8299,8299,0,6,167,167,0,3,0,71,10000
1777305918,2026-04-27T16:05:18Z,saorsa-2,6,7178,7178,0,403,6439,6439,0,19,252,252,0,3,0,109,10000
1777305918,2026-04-27T16:05:18Z,saorsa-3,6,5407,5407,0,411,6224,6224,0,10,197,197,0,15,0,95,10000
1777305918,2026-04-27T16:05:18Z,saorsa-6,6,6876,6876,0,261,9486,9485,1,5001,247,247,0,4,0,51,10000
1777305918,2026-04-27T16:05:18Z,saorsa-7,5,6141,6141,0,326,8764,8764,0,6,179,179,0,3,0,71,10000
1777305988,2026-04-27T16:06:28Z,saorsa-2,6,7416,7416,0,403,6758,6758,0,19,265,265,0,9,0,109,10000
1777305988,2026-04-27T16:06:28Z,saorsa-3,6,5671,5671,0,411,6536,6536,0,10,208,208,0,15,0,95,10000
1777305988,2026-04-27T16:06:28Z,saorsa-6,6,7244,7244,0,261,9953,9952,1,5001,258,258,0,4,0,51,10000
1777305988,2026-04-27T16:06:28Z,saorsa-7,5,6474,6473,0,326,9226,9226,0,6,187,187,0,3,0,71,10000
1777306059,2026-04-27T16:07:39Z,saorsa-2,6,7681,7681,0,453,7078,7078,0,19,276,276,0,9,0,109,10000
1777306059,2026-04-27T16:07:39Z,saorsa-3,6,6028,6028,0,500,6850,6850,0,10,216,216,0,15,0,95,10000
1777306059,2026-04-27T16:07:39Z,saorsa-6,6,7685,7685,0,261,10423,10422,1,5001,268,268,0,4,0,77,10000
1777306059,2026-04-27T16:07:39Z,saorsa-7,5,6725,6725,0,326,9692,9692,0,6,196,196,0,3,0,71,10000
1777306130,2026-04-27T16:08:50Z,saorsa-2,6,7926,7926,0,453,7403,7403,0,19,288,288,0,9,0,109,10000
1777306130,2026-04-27T16:08:50Z,saorsa-3,6,6242,6242,0,695,7174,7174,0,10,227,227,0,15,0,95,10000
1777306130,2026-04-27T16:08:50Z,saorsa-6,6,7986,7986,0,261,10904,10903,1,5001,282,282,0,4,0,77,10000
1777306130,2026-04-27T16:08:50Z,saorsa-7,5,7120,7120,0,326,10159,10159,0,6,207,207,0,3,0,71,10000
1777306201,2026-04-27T16:10:01Z,saorsa-2,6,8331,8331,0,453,7726,7726,0,19,301,301,0,9,0,109,10000
1777306201,2026-04-27T16:10:01Z,saorsa-3,6,6560,6560,0,695,7495,7495,0,10,236,236,0,15,0,133,10000
1777306201,2026-04-27T16:10:01Z,saorsa-6,6,8374,8374,0,261,11390,11389,1,5001,293,293,0,4,0,77,10000
1777306201,2026-04-27T16:10:01Z,saorsa-7,5,7491,7491,0,326,10628,10628,0,6,215,215,0,3,0,71,10000
1777306272,2026-04-27T16:11:12Z,saorsa-2,6,8580,8580,0,453,8049,8049,0,19,311,311,0,9,0,109,10000
1777306272,2026-04-27T16:11:12Z,saorsa-3,6,6778,6778,0,695,7806,7806,0,10,245,245,0,15,0,133,10000
1777306272,2026-04-27T16:11:12Z,saorsa-6,6,8657,8657,0,261,11860,11859,1,5001,304,304,0,4,0,77,10000
1777306272,2026-04-27T16:11:12Z,saorsa-7,5,7702,7702,0,326,11092,11092,0,6,225,225,0,3,0,71,10000
1777306343,2026-04-27T16:12:23Z,saorsa-2,6,8842,8842,0,453,8371,8371,0,19,324,324,0,9,0,109,10000
1777306343,2026-04-27T16:12:23Z,saorsa-3,6,6914,6914,0,695,8128,8128,0,10,255,255,0,15,0,133,10000
1777306343,2026-04-27T16:12:23Z,saorsa-6,6,8897,8897,0,261,12340,12339,1,5001,317,317,0,4,0,77,10000
1777306343,2026-04-27T16:12:23Z,saorsa-7,5,7900,7900,0,326,11555,11555,0,6,235,235,0,3,0,71,10000
1777306414,2026-04-27T16:13:34Z,saorsa-2,6,9029,9029,0,453,8693,8693,0,19,336,336,0,9,0,109,10000
1777306414,2026-04-27T16:13:34Z,saorsa-3,6,7128,7128,0,695,8447,8447,0,10,264,264,0,15,0,133,10000
1777306414,2026-04-27T16:13:34Z,saorsa-6,6,9124,9124,0,261,12817,12816,1,5001,328,328,0,4,0,77,10000
1777306414,2026-04-27T16:13:34Z,saorsa-7,5,8086,8086,0,326,12026,12026,0,6,243,243,0,3,0,71,10000
1777306486,2026-04-27T16:14:46Z,saorsa-2,6,9296,9296,0,453,9015,9015,0,19,347,347,0,9,0,109,10000
1777306486,2026-04-27T16:14:46Z,saorsa-3,6,7271,7271,0,695,8762,8762,0,10,273,273,0,15,0,133,10000
1777306486,2026-04-27T16:14:46Z,saorsa-6,6,9373,9373,0,261,13291,13290,1,5001,339,339,0,4,0,77,10000
1777306486,2026-04-27T16:14:46Z,saorsa-7,5,8352,8352,0,326,12488,12488,0,6,255,255,0,3,0,71,10000
1777306557,2026-04-27T16:15:57Z,saorsa-2,6,9672,9672,0,453,9341,9341,0,19,360,360,0,9,0,109,10000
1777306557,2026-04-27T16:15:57Z,saorsa-3,6,7544,7544,0,695,9080,9080,0,10,284,284,0,15,0,133,10000
1777306557,2026-04-27T16:15:57Z,saorsa-6,6,9849,9849,0,261,13770,13769,1,5001,353,353,0,4,0,77,10000
